rad: 137600 76.0218 1 1 0.0826498
phi: 161508 80.6132 1 6.44558e-06 0.0779424
rad: 275201 152.044 2 1 0.0826497
phi: 393573 224.953 2 2.74397e-05 0.0558624
rad: 412801 228.065 3 1 0.0826497
rad: 550401 304.087 4 1 0.0826498
phi: 551896 304.237 3 1.13225e-05 0.0619568
rad: 688002 380.109 5 1 0.0826497
phi: 718050 387.251 4 1.83857e-05 0.0649005
rad: 825602 456.131 6 1 0.0826497
phi: 947644 529.948 5 4.18406e-05 0.0592812
rad: 963202 532.153 7 1 0.0826498
