0 1 0 0 0 1.1 0 -0.195 0 0 1.1 1 1 1.1 -nan 0.21 0.21 0 0 0
0.0100001 0.99998 0.0110001 0 -0.00400003 1.09998 0 -0.195 0 -0 1.1 1.00004 1.00004 1.1 -nan 0.21014 0.210036 -0.0065996 0 0.0109998
0.0200011 0.99992 0.0220006 0 -0.00800022 1.09991 0 -0.195 0 -0 1.1 1.00016 1.00016 1.1 -nan 0.210559 0.210145 -0.0131968 0 0.0219988
0.0300036 0.99982 0.033002 0 -0.0120007 1.0998 0 -0.195 0 -0 1.1 1.00036 1.00036 1.1 -nan 0.211255 0.210326 -0.0197892 0 0.032996
0.0400086 0.99968 0.0440048 0 -0.0160017 1.09965 0 -0.195 0 -0 1.1 1.00065 1.00065 1.1 -nan 0.212225 0.21058 -0.0263744 0 0.0439905
0.0500168 0.9995 0.0550093 0 -0.0200034 1.09945 0 -0.195 0 -0 1.1 1.00101 1.00101 1.1 -nan 0.213464 0.210906 -0.03295 0 0.0549814
0.0600291 0.999279 0.0660161 0 -0.0240058 1.09921 0 -0.195 0 -0 1.1 1.00146 1.00146 1.1 -nan 0.214966 0.211303 -0.0395137 0 0.0659679
0.0700462 0.999019 0.0770256 0 -0.0280092 1.09892 0 -0.195 0 -0 1.1 1.00198 1.00198 1.1 -nan 0.216724 0.211772 -0.046063 0 0.076949
0.080069 0.998718 0.0880382 0 -0.0320136 1.09859 0 -0.195 0 -0 1.1 1.00259 1.00259 1.1 -nan 0.218729 0.212312 -0.0525958 0 0.087924
0.0900982 0.998377 0.0990544 0 -0.0360192 1.09821 0 -0.195 0 -0 1.1 1.00328 1.00328 1.1 -nan 0.220974 0.212922 -0.0591096 0 0.0988918
0.100135 0.997995 0.110075 0 -0.0400262 1.09779 0 -0.195 0 -0 1.1 1.00405 1.00405 1.1 -nan 0.223449 0.213602 -0.0656021 0 0.109852
0.110179 0.997573 0.121099 0 -0.0440345 1.09733 0 -0.195 0 -0 1.1 1.0049 1.0049 1.1 -nan 0.226143 0.214351 -0.0720712 0 0.120803
0.120233 0.99711 0.132129 0 -0.0480444 1.09682 0 -0.195 0 -0 1.1 1.00583 1.00583 1.1 -nan 0.229047 0.215169 -0.0785145 0 0.131744
0.130296 0.996607 0.143164 0 -0.0520559 1.09627 0 -0.195 0 -0 1.1 1.00684 1.00684 1.1 -nan 0.232148 0.216055 -0.0849299 0 0.142675
0.14037 0.996062 0.154204 0 -0.056069 1.09567 0 -0.195 0 -0 1.1 1.00793 1.00793 1.1 -nan 0.235438 0.217008 -0.0913152 0 0.153594
0.150455 0.995476 0.165251 0 -0.0600838 1.09502 0 -0.195 0 -0 1.1 1.0091 1.0091 1.1 -nan 0.238904 0.218027 -0.0976684 0 0.164501
0.160552 0.994849 0.176304 0 -0.0641004 1.09434 0 -0.195 0 -0 1.1 1.01035 1.01035 1.1 -nan 0.242535 0.219111 -0.103987 0 0.175396
0.170662 0.994181 0.187364 0 -0.0681187 1.0936 0 -0.195 0 -0 1.1 1.01168 1.01168 1.1 -nan 0.246321 0.22026 -0.11027 0 0.186276
0.180786 0.993471 0.198431 0 -0.0721388 1.09282 0 -0.195 0 -0 1.1 1.01309 1.01309 1.1 -nan 0.250251 0.221472 -0.116514 0 0.197141
0.190924 0.992719 0.209506 0 -0.0761606 1.09199 0 -0.195 0 -0 1.1 1.01459 1.01459 1.1 -nan 0.254314 0.222746 -0.122718 0 0.207991
0.201077 0.991925 0.22059 0 -0.0801841 1.09112 0 -0.195 0 -0 1.1 1.01616 1.01616 1.1 -nan 0.2585 0.224081 -0.12888 0 0.218824
0.211247 0.99109 0.231681 0 -0.0842093 1.0902 0 -0.195 0 -0 1.1 1.01781 1.01781 1.1 -nan 0.2628 0.225477 -0.134997 0 0.229641
0.221434 0.990211 0.242782 0 -0.0882359 1.08924 0 -0.195 0 -0 1.1 1.01954 1.01954 1.1 -nan 0.267204 0.226931 -0.141069 0 0.240439
0.231638 0.98929 0.253892 0 -0.0922641 1.08823 0 -0.195 0 -0 1.1 1.02135 1.02135 1.1 -nan 0.271703 0.228442 -0.147094 0 0.251219
0.241861 0.988327 0.265011 0 -0.0962935 1.08717 0 -0.195 0 -0 1.1 1.02324 1.02324 1.1 -nan 0.276288 0.23001 -0.153069 0 0.261979
0.252103 0.98732 0.27614 0 -0.100324 1.08607 0 -0.195 0 -0 1.1 1.02521 1.02521 1.1 -nan 0.28095 0.231633 -0.158994 0 0.272718
0.262365 0.986269 0.28728 0 -0.104356 1.08492 0 -0.195 0 -0 1.1 1.02726 1.02726 1.1 -nan 0.285681 0.233309 -0.164866 0 0.283437
0.272648 0.985176 0.29843 0 -0.108388 1.08372 0 -0.195 0 -0 1.1 1.02938 1.02938 1.1 -nan 0.290475 0.235038 -0.170684 0 0.294134
0.282953 0.984038 0.309591 0 -0.112421 1.08247 0 -0.195 0 -0 1.1 1.03159 1.03159 1.1 -nan 0.295323 0.236817 -0.176447 0 0.304809
0.29328 0.982856 0.320763 0 -0.116455 1.08118 0 -0.195 0 -0 1.1 1.03387 1.03387 1.1 -nan 0.300219 0.238646 -0.182154 0 0.31546
0.30363 0.98163 0.331947 0 -0.120488 1.07984 0 -0.195 0 -0 1.1 1.03624 1.03624 1.1 -nan 0.305157 0.240522 -0.187802 0 0.326087
0.314005 0.980359 0.343143 0 -0.124522 1.07845 0 -0.195 0 -0 1.1 1.03868 1.03868 1.1 -nan 0.310129 0.242445 -0.193391 0 0.33669
0.324404 0.979043 0.35435 0 -0.128555 1.07702 0 -0.195 0 -0 1.1 1.0412 1.0412 1.1 -nan 0.31513 0.244413 -0.19892 0 0.347268
0.334829 0.977682 0.36557 0 -0.132587 1.07553 0 -0.195 0 -0 1.1 1.04379 1.04379 1.1 -nan 0.320155 0.246425 -0.204387 0 0.357819
0.34528 0.976275 0.376803 0 -0.136618 1.074 0 -0.195 0 -0 1.1 1.04647 1.04647 1.1 -nan 0.325198 0.248478 -0.209791 0 0.368344
0.355758 0.974822 0.388048 0 -0.140648 1.07242 0 -0.195 0 -0 1.1 1.04922 1.04922 1.1 -nan 0.330254 0.250572 -0.215132 0 0.378842
0.366264 0.973324 0.399307 0 -0.144676 1.0708 0 -0.195 0 -0 1.1 1.05205 1.05205 1.1 -nan 0.33532 0.252704 -0.220409 0 0.389312
