0 0.676 0 0 0 0.259091 0 -0.337 0 0 0.175145 0.676 0.175145 -nan 0.954621 -0.954621 0 0
0.0675012 0.672767 0.0174545 0 -0.0958621 0.257557 0 -0.337 0 -0 0.174949 0.672993 0.174949 -nan 0.954648 -0.954604 -0.00916461 0
0.134407 0.663157 0.0345498 0 -0.191564 0.25295 0 -0.337 0 -0 0.174364 0.664056 0.174364 -nan 0.954722 -0.95454 -0.0186266 0
0.200135 0.647441 0.0509409 0 -0.286934 0.245258 0 -0.337 0 -0 0.173406 0.649442 0.173406 -nan 0.954821 -0.95439 -0.0286816 0
0.264136 0.626054 0.0663106 0 -0.381794 0.234458 0 -0.337 0 -0 0.1721 0.629556 0.1721 -nan 0.95491 -0.954087 -0.0396224 0
0.32591 0.599576 0.0803826 0 -0.475946 0.220523 0 -0.337 0 -0 0.170478 0.60494 0.170478 -nan 0.954941 -0.953538 -0.0517388 0
0.385015 0.568707 0.0929309 0 -0.569171 0.20342 0 -0.337 0 -0 0.16858 0.57625 0.16858 -nan 0.954855 -0.952618 -0.0653176 0
0.441079 0.534235 0.103787 0 -0.66122 0.183117 0 -0.337 0 -0 0.166453 0.544223 0.166453 -nan 0.954579 -0.951167 -0.080644 0
0.493808 0.497001 0.112843 0 -0.751806 0.159583 0 -0.337 0 -0 0.164149 0.50965 0.164149 -nan 0.954032 -0.948985 -0.0980045 0
0.542987 0.457863 0.120054 0 -0.840595 0.1328 0 -0.337 0 -0 0.161721 0.473341 0.161721 -nan 0.953119 -0.945825 -0.117689 0
0.588482 0.417668 0.125434 0 -0.927196 0.102767 0 -0.337 0 -0 0.159225 0.436097 0.159225 -nan 0.951732 -0.941379 -0.139997 0
0.630238 0.377215 0.129053 0 -1.01115 0.0695203 0 -0.337 0 -0 0.156716 0.39868 0.156716 -nan 0.949749 -0.935265 -0.165235 0
0.668273 0.337234 0.131026 0 -1.09194 0.0331454 0 -0.337 0 -0 0.15425 0.361793 0.15425 -nan 0.947031 -0.927005 -0.193726 0
0.702671 0.29836 0.131509 0 -1.16894 -0.00619872 0 -0.337 0 -0 0.151877 0.326057 0.151877 -nan 0.943415 -0.915995 -0.225798 0
0.733575 0.261122 0.130686 0 -1.24148 -0.0482553 0 -0.337 0 -0 0.149644 0.292 0.149644 -nan 0.938716 -0.901477 -0.261777 0
0.761175 0.225934 0.128759 0 -1.30884 -0.0926454 0 -0.337 0 -0 0.147593 0.260048 0.147593 -nan 0.932721 -0.88249 -0.301959 0
0.785697 0.193087 0.125935 0 -1.37028 -0.13885 0 -0.337 0 -0 0.145756 0.230526 0.145756 -nan 0.925194 -0.857832 -0.346566 0
0.807397 0.162757 0.12242 0 -1.42513 -0.186208 0 -0.337 0 -0 0.144157 0.203658 0.144157 -nan 0.915885 -0.826013 -0.395663 0
