0 1 0 0 0.0888819 1.39 0 -0.03 0 0 1.39 1 1.39 -nan 0.940252 0.9321 -0.123546 0
0.100594 1.00393 0.139594 0 -0.0101995 1.38314 0 -0.03 0 -0 1.39 1.01359 1.39 -nan 0.940252 0.9321 -0.123546 0
0.203012 0.997933 0.280334 0 -0.105684 1.36319 0 -0.03 0 -0 1.39 1.03656 1.39 -nan 0.940252 0.9321 -0.123546 0
0.308191 0.982023 0.422134 0 -0.195234 1.33152 0 -0.03 0 -0 1.39 1.06891 1.39 -nan 0.940252 0.9321 -0.123546 0
0.417068 0.956208 0.564911 0 -0.277053 1.28998 0 -0.03 0 -0 1.39 1.11061 1.39 -nan 0.940252 0.9321 -0.123546 0
0.530578 0.920503 0.70858 0 -0.349954 1.24066 0 -0.03 0 -0 1.39 1.16164 1.39 -nan 0.940252 0.9321 -0.123546 0
0.649651 0.874931 0.853054 0 -0.413347 1.18568 0 -0.03 0 -0 1.39 1.22197 1.39 -nan 0.940252 0.9321 -0.123546 0
0.775215 0.819521 0.998248 0 -0.467164 1.12707 0 -0.03 0 -0 1.39 1.29155 1.39 -nan 0.940252 0.9321 -0.123546 0
0.908195 0.754304 1.14408 0 -0.511746 1.06658 0 -0.03 0 -0 1.39 1.37036 1.39 -nan 0.940252 0.9321 -0.123546 0
1.04951 0.679322 1.29045 0 -0.547722 1.0057 0 -0.03 0 -0 1.39 1.45833 1.39 -nan 0.940252 0.9321 -0.123546 0
1.20007 0.594619 1.43728 0 -0.575898 0.945602 0 -0.03 0 -0 1.39 1.55543 1.39 -nan 0.940252 0.9321 -0.123546 0
1.36079 0.500245 1.58449 0 -0.597164 0.88717 0 -0.03 0 -0 1.39 1.66158 1.39 -nan 0.940252 0.9321 -0.123546 0
1.53258 0.396258 1.73197 0 -0.612422 0.831027 0 -0.03 0 -0 1.39 1.77673 1.39 -nan 0.940252 0.9321 -0.123546 0
1.71632 0.282719 1.87966 0 -0.62254 0.77758 0 -0.03 0 -0 1.39 1.9008 1.39 -nan 0.940252 0.9321 -0.123546 0
1.9129 0.159696 2.02745 0 -0.628321 0.727068 0 -0.03 0 -0 1.39 2.03373 1.39 -nan 0.940252 0.9321 -0.123546 0
2.12322 0.0272637 2.17526 0 -0.630486 0.679592 0 -0.03 0 -0 1.39 2.17543 1.39 -nan 0.940252 0.9321 -0.123546 0
2.34813 -0.1145 2.323 0 -0.62967 0.635158 0 -0.03 0 0 1.39 2.32582 1.39 -nan 0.940252 0.9321 -0.123546 -0
2.58852 -0.26551 2.47059 0 -0.626424 0.593703 0 -0.03 0 0 1.39 2.48481 1.39 -nan 0.940252 0.9321 -0.123546 -0
2.84522 -0.425676 2.61792 0 -0.621217 0.555113 0 -0.03 0 0 1.39 2.65231 1.39 -nan 0.940252 0.9321 -0.123546 -0
3.11909 -0.594902 2.76493 0 -0.614447 0.519247 0 -0.03 0 0 1.39 2.8282 1.39 -nan 0.940252 0.9321 -0.123546 -0
3.41095 -0.773087 2.91151 0 -0.606448 0.485946 0 -0.03 0 0 1.39 3.0124 1.39 -nan 0.940252 0.9321 -0.123546 -0
3.72165 -0.960124 3.05758 0 -0.597498 0.455043 0 -0.03 0 0 1.39 3.20478 1.39 -nan 0.940252 0.9321 -0.123546 -0
4.05198 -1.1559 3.20305 0 -0.587827 0.426368 0 -0.03 0 0 1.39 3.40524 1.39 -nan 0.940252 0.9321 -0.123546 -0
4.40276 -1.3603 3.34784 0 -0.577624 0.399759 0 -0.03 0 0 1.39 3.61365 1.39 -nan 0.940252 0.9321 -0.123546 -0
4.77476 -1.5732 3.49186 0 -0.567045 0.375057 0 -0.03 0 0 1.39 3.82989 1.39 -nan 0.940252 0.9321 -0.123546 -0
5.16877 -1.79448 3.63502 0 -0.556217 0.352113 0 -0.03 0 0 1.39 4.05382 1.39 -nan 0.940252 0.9321 -0.123546 -0
5.58555 -2.02399 3.77723 0 -0.545243 0.330786 0 -0.03 0 0 1.39 4.28533 1.39 -nan 0.940252 0.9321 -0.123546 -0
6.02585 -2.26161 3.91841 0 -0.534205 0.310945 0 -0.03 0 0 1.39 4.52425 1.39 -nan 0.940252 0.9321 -0.123546 -0
6.4904 -2.50719 4.05848 0 -0.523171 0.292471 0 -0.03 0 0 1.39 4.77046 1.39 -nan 0.940252 0.9321 -0.123546 -0
6.97993 -2.76058 4.19736 0 -0.512192 0.275251 0 -0.03 0 0 1.39 5.02381 1.39 -nan 0.940252 0.9321 -0.123546 -0
7.49514 -3.02164 4.33495 0 -0.501313 0.259185 0 -0.03 0 0 1.39 5.28413 1.39 -nan 0.940252 0.9321 -0.123546 -0
8.03672 -3.2902 4.47118 0 -0.490564 0.244179 0 -0.03 0 0 1.39 5.55129 1.39 -nan 0.940252 0.9321 -0.123546 -0
8.60535 -3.5661 4.60596 0 -0.479972 0.230148 0 -0.03 0 0 1.39 5.82511 1.39 -nan 0.940252 0.9321 -0.123546 -0
9.20168 -3.84919 4.73921 0 -0.469555 0.217013 0 -0.03 0 0 1.39 6.10544 1.39 -nan 0.940252 0.9321 -0.123546 -0
9.82637 -4.13928 4.87086 0 -0.459329 0.204703 0 -0.03 0 0 1.39 6.3921 1.39 -nan 0.940252 0.9321 -0.123546 -0
10.48 -4.43621 5.00082 0 -0.449301 0.193155 0 -0.03 0 0 1.39 6.68492 1.39 -nan 0.940252 0.9321 -0.123546 -0
11.1633 -4.7398 5.12902 0 -0.439481 0.182309 0 -0.03 0 0 1.39 6.98374 1.39 -nan 0.940252 0.9321 -0.123546 -0
11.8767 -5.04986 5.25538 0 -0.42987 0.17211 0 -0.03 0 0 1.39 7.28836 1.39 -nan 0.940252 0.9321 -0.123546 -0
12.6208 -5.36621 5.37983 0 -0.420472 0.16251 0 -0.03 0 0 1.39 7.5986 1.39 -nan 0.940252 0.9321 -0.123546 -0
13.3962 -5.68867 5.50228 0 -0.411286 0.153465 0 -0.03 0 0 1.39 7.91429 1.39 -nan 0.940252 0.9321 -0.123546 -0
14.2035 -6.01702 5.62266 0 -0.402311 0.144932 0 -0.03 0 0 1.39 8.23523 1.39 -nan 0.940252 0.9321 -0.123546 -0
15.0431 -6.35109 5.74092 0 -0.393544 0.136875 0 -0.03 0 0 1.39 8.56122 1.39 -nan 0.940252 0.9321 -0.123546 -0
15.9156 -6.69067 5.85696 0 -0.384982 0.129259 0 -0.03 0 0 1.39 8.89208 1.39 -nan 0.940252 0.9321 -0.123546 -0
16.8214 -7.03556 5.97073 0 -0.376622 0.122053 0 -0.03 0 0 1.39 9.2276 1.39 -nan 0.940252 0.9321 -0.123546 -0
17.7609 -7.38554 6.08215 0 -0.368459 0.115228 0 -0.03 0 0 1.39 9.56758 1.39 -nan 0.940252 0.9321 -0.123546 -0
