0 0.46 0 0 0 0.889085 0 -0.337 0 0 0.408979 0.46 0.408979 -nan 0.636383 -0.636383 0 0
0.0459906 0.457898 0.0408126 0 -0.0913475 0.88407 0 -0.337 0 -0 0.408542 0.459713 0.408542 -nan 0.636954 -0.634872 -0.0514592 0
0.0919239 0.451622 0.0811154 0 -0.181652 0.869123 0 -0.337 0 -0 0.40725 0.458849 0.40725 -nan 0.638628 -0.6303 -0.102802 0
0.137742 0.441269 0.12041 0 -0.269912 0.844528 0 -0.337 0 -0 0.405164 0.457402 0.405164 -nan 0.641294 -0.622556 -0.153889 0
0.183386 0.426991 0.158221 0 -0.355196 0.810736 0 -0.337 0 -0 0.402377 0.455363 0.402377 -nan 0.644775 -0.611473 -0.204539 0
0.228797 0.408997 0.194107 0 -0.436681 0.768334 0 -0.337 0 -0 0.399009 0.452721 0.399009 -nan 0.64885 -0.596848 -0.254516 0
0.273913 0.387544 0.227665 0 -0.513654 0.718008 0 -0.337 0 -0 0.395201 0.449468 0.395201 -nan 0.653265 -0.57847 -0.303525 0
0.318674 0.362926 0.258544 0 -0.58553 0.660509 0 -0.337 0 -0 0.391101 0.445601 0.391101 -nan 0.657753 -0.556138 -0.351213 0
0.363017 0.335472 0.286441 0 -0.65184 0.596616 0 -0.337 0 -0 0.386862 0.441124 0.386862 -nan 0.662052 -0.529686 -0.397172 0
0.406883 0.305535 0.31111 0 -0.712221 0.527109 0 -0.337 0 -0 0.382629 0.436052 0.382629 -nan 0.665912 -0.498997 -0.440955 0
0.450214 0.27348 0.332359 0 -0.766403 0.452752 0 -0.337 0 -0 0.378539 0.430411 0.378539 -nan 0.669104 -0.464008 -0.482076 0
0.492954 0.239682 0.35005 0 -0.814189 0.374274 0 -0.337 0 -0 0.374714 0.424243 0.374714 -nan 0.671427 -0.424718 -0.520028 0
0.535053 0.204516 0.364098 0 -0.85544 0.292367 0 -0.337 0 -0 0.371257 0.417605 0.371257 -nan 0.672709 -0.381192 -0.554283 0
0.576468 0.16835 0.374466 0 -0.890054 0.207679 0 -0.337 0 -0 0.368258 0.410568 0.368258 -nan 0.672805 -0.333561 -0.584298 0
0.617164 0.13154 0.381162 0 -0.917958 0.120824 0 -0.337 0 -0 0.365784 0.403221 0.365784 -nan 0.671604 -0.282027 -0.609519 0
0.657113 0.0944245 0.384232 0 -0.93909 0.0323791 0 -0.337 0 -0 0.363886 0.395664 0.363886 -nan 0.669024 -0.226866 -0.629385 0
0.696301 0.0573218 0.383756 0 -0.953391 -0.0570993 0 -0.337 0 -0 0.362597 0.388013 0.362597 -nan 0.665015 -0.168435 -0.643331 0
0.734724 0.0205252 0.37984 0 -0.960801 -0.147069 0 -0.337 0 -0 0.361932 0.380394 0.361932 -nan 0.659566 -0.107187 -0.650799 0
0.772393 -0.0156971 0.372611 0 -0.961248 -0.236989 0 -0.337 0 0 0.361891 0.372942 0.361891 -nan 0.652709 -0.0436742 -0.651247 0
