0 0.3 0 0.15 0.307427 0.666667 0 -0.8 -0.1 0.046114 0.2 0.33541 0.228312 1.11269 0.846919 -0.761094 -0.0614854 -0.36637
0.0339712 0.308983 0.0226114 0.149109 0.221658 0.663507 -0.0520244 -0.8 -0.100111 0.0491258 0.2 0.343824 0.228988 1.03906 0.848993 -0.763408 -0.104888 -0.356364
0.0686991 0.315179 0.0455078 0.146418 0.135412 0.654112 -0.102454 -0.8 -0.100436 0.0521182 0.2 0.350495 0.229791 0.968553 0.85018 -0.763076 -0.146631 -0.344993
0.104001 0.318431 0.0683427 0.141937 0.0490004 0.638597 -0.151018 -0.8 -0.100961 0.0550436 0.2 0.355267 0.230701 0.900991 0.850543 -0.760281 -0.186923 -0.33235
0.139682 0.318637 0.0907612 0.135712 -0.0372685 0.617058 -0.197446 -0.8 -0.101663 0.0578557 0.2 0.358029 0.231695 0.836099 0.850135 -0.75514 -0.225976 -0.318477
0.175536 0.31576 0.11241 0.127836 -0.123081 0.589576 -0.241465 -0.8 -0.102512 0.0605109 0.2 0.358723 0.232745 0.773514 0.848994 -0.747706 -0.263993 -0.303372
0.211358 0.309826 0.13295 0.118438 -0.208112 0.55622 -0.282797 -0.8 -0.103475 0.0629696 0.2 0.357345 0.233821 0.71278 0.84715 -0.737971 -0.301165 -0.286988
0.24694 0.300927 0.152063 0.107685 -0.292016 0.517053 -0.32115 -0.8 -0.104514 0.0651971 0.2 0.353944 0.234891 0.653358 0.844618 -0.725862 -0.337658 -0.269242
0.282087 0.289214 0.169465 0.0957725 -0.374422 0.472137 -0.356224 -0.8 -0.105585 0.0671656 0.2 0.34862 0.235923 0.594632 0.841403 -0.711245 -0.373607 -0.250017
0.316611 0.274896 0.184911 0.0829217 -0.454923 0.421539 -0.387701 -0.8 -0.106645 0.0688545 0.2 0.34152 0.236884 0.535917 0.8375 -0.693916 -0.409105 -0.22917
0.350346 0.25823 0.198204 0.0693686 -0.533072 0.365346 -0.415251 -0.8 -0.107648 0.0702519 0.2 0.332835 0.237746 0.476469 0.83289 -0.673608 -0.444185 -0.206538
0.383142 0.23951 0.209194 0.0553578 -0.608376 0.303667 -0.438534 -0.8 -0.108549 0.0713548 0.2 0.322788 0.238484 0.415493 0.827549 -0.64998 -0.478809 -0.181947
0.414877 0.219059 0.217788 0.0411341 -0.68029 0.236654 -0.457195 -0.8 -0.109306 0.0721698 0.2 0.311626 0.239074 0.352146 0.821446 -0.622631 -0.512844 -0.155227
0.445451 0.197218 0.22394 0.0269349 -0.748212 0.164515 -0.470881 -0.8 -0.10988 0.0727131 0.2 0.299616 0.239501 0.285543 0.814547 -0.591093 -0.546042 -0.126226
0.474793 0.17433 0.227658 0.0129829 -0.811487 0.0875285 -0.47924 -0.8 -0.110239 0.0730103 0.2 0.287032 0.239756 0.214768 0.806822 -0.554857 -0.578015 -0.0948295
0.50286 0.150734 0.22899 -0.000519018 -0.869407 0.00606777 -0.48194 -0.8 -0.110356 0.0730958 0.2 0.274148 0.239836 0.138876 0.79825 -0.513384 -0.608211 -0.0609872
0.529634 0.126753 0.228026 -0.0133931 -0.921222 -0.0793851 -0.47868 -0.8 -0.110215 0.0730122 0.2 0.261231 0.239746 0.0569071 0.788832 -0.466143 -0.635888 -0.0247407
0.555126 0.102686 0.224886 -0.0254892 -0.966152 -0.168219 -0.469214 -0.8 -0.109807 0.0728083 0.2 0.248531 0.239497 0.0320926 0.778596 -0.412654 -0.660105 0.0137436
0.579368 0.0788006 0.219713 -0.0366865 -1.00341 -0.259681 -0.453371 -0.8 -0.109138 0.0725376 0.2 0.236282 0.239108 0.129047 0.767616 -0.352552 -0.679713 0.0541392
0.602416 0.0553274 0.212665 -0.0468935 -1.03225 -0.35287 -0.431078 -0.8 -0.108223 0.0722562 0.2 0.224692 0.238607 0.23481 0.756021 -0.285662 -0.693371 0.0959263
0.624346 0.032459 0.203906 -0.0560464 -1.05196 -0.446735 -0.402388 -0.8 -0.107087 0.0720195 0.2 0.213945 0.238022 0.350111 0.744015 -0.212084 -0.699595 0.138365
0.645249 0.0103489 0.193598 -0.0641063 -1.06194 -0.540097 -0.367495 -0.8 -0.10577 0.0718802 0.2 0.204198 0.23739 0.475486 0.731879 -0.132285 -0.696831 0.180483
0.665232 -0.0108875 0.181893 -0.0710552 -1.06174 -0.631667 -0.32675 -0.8 -0.104317 0.0718847 0.2 0.195582 0.236747 0.611192 0.719984 -0.0471778 -0.683573 0.221085
