0 0.262 0 0.065 0.638188 0.763359 0.1 -0.802792 -0.0496183 0.0152822 0.2 0.269943 0.206629 1.12442 0.852271 -0.819433 -0.132599 -0.193162
0.0278524 0.278428 0.0212265 0.067376 0.542452 0.759674 0.0710361 -0.802792 -0.0496759 0.0167698 0.2 0.287249 0.206758 1.03657 0.860129 -0.818546 -0.185915 -0.187722
0.0574209 0.293042 0.0435452 0.0690541 0.447007 0.748921 0.0428927 -0.802792 -0.0498483 0.0182984 0.2 0.304201 0.206929 0.954544 0.866677 -0.814317 -0.234686 -0.18149
0.0886519 0.305507 0.0666776 0.069963 0.352268 0.731532 0.0157155 -0.802792 -0.0501323 0.0198445 0.2 0.32043 0.20714 0.878111 0.872059 -0.807434 -0.279329 -0.174677
0.121455 0.315511 0.0903001 0.0700442 0.258584 0.707899 -0.0103707 -0.802792 -0.0505207 0.0213844 0.2 0.335571 0.207388 0.807016 0.876411 -0.798421 -0.320287 -0.167438
0.155703 0.322771 0.114052 0.0692565 0.16626 0.678382 -0.0352566 -0.802792 -0.0510034 0.0228944 0.2 0.349265 0.207667 0.740973 0.879853 -0.787663 -0.358003 -0.159886
0.191236 0.327054 0.137546 0.0675783 0.0755626 0.643299 -0.0588441 -0.802792 -0.0515669 0.0243516 0.2 0.361178 0.207971 0.679643 0.882491 -0.775426 -0.392903 -0.152092
0.227859 0.328181 0.160379 0.0650106 -0.0132632 0.602938 -0.0810429 -0.802792 -0.0521949 0.0257345 0.2 0.371013 0.208294 0.622624 0.884411 -0.761881 -0.42539 -0.144096
0.265352 0.326046 0.182146 0.0615775 -0.0999876 0.557553 -0.101767 -0.802792 -0.0528692 0.0270237 0.2 0.378517 0.208627 0.569449 0.885685 -0.747117 -0.455833 -0.135906
0.303472 0.320614 0.202456 0.057327 -0.184388 0.507369 -0.120932 -0.802792 -0.0535694 0.0282022 0.2 0.383495 0.208962 0.519598 0.886364 -0.731148 -0.484569 -0.127506
0.341959 0.311932 0.220943 0.0523297 -0.266239 0.452587 -0.138455 -0.802792 -0.0542743 0.0292562 0.2 0.385818 0.209288 0.472498 0.886487 -0.713927 -0.511897 -0.118858
0.380544 0.300125 0.237278 0.0466771 -0.345311 0.393387 -0.154248 -0.802792 -0.0549619 0.0301757 0.2 0.385428 0.209598 0.427533 0.88607 -0.695348 -0.538082 -0.109903
0.418956 0.285392 0.251185 0.0404781 -0.421361 0.329934 -0.168225 -0.802792 -0.0556106 0.0309541 0.2 0.382336 0.209883 0.38405 0.885118 -0.675249 -0.563347 -0.100565
0.456928 0.268003 0.262447 0.0338555 -0.494126 0.262379 -0.18029 -0.802792 -0.0561995 0.0315895 0.2 0.37663 0.210134 0.341362 0.883615 -0.653411 -0.587872 -0.0907542
0.494207 0.248286 0.270912 0.0269414 -0.563321 0.190867 -0.190346 -0.802792 -0.0567092 0.0320837 0.2 0.368463 0.210346 0.298747 0.881529 -0.629563 -0.611789 -0.0803678
0.530555 0.226617 0.276498 0.0198723 -0.628633 0.115544 -0.198288 -0.802792 -0.0571224 0.0324429 0.2 0.358052 0.210513 0.25545 0.878812 -0.603373 -0.635176 -0.0692958
0.565763 0.203402 0.279195 0.0127844 -0.689711 0.0365603 -0.204004 -0.802792 -0.0574243 0.0326774 0.2 0.345667 0.210631 0.210675 0.875395 -0.574456 -0.658042 -0.0574233
0.599646 0.179069 0.279055 0.00580841 -0.746168 -0.0459163 -0.207379 -0.802792 -0.0576035 0.032801 0.2 0.331619 0.210699 0.163581 0.871194 -0.542364 -0.680314 -0.0446353
0.632057 0.154044 0.276197 -0.000934335 -0.797572 -0.131694 -0.208288 -0.802792 -0.0576516 0.0328308 0.2 0.316252 0.210717 0.113273 0.866108 -0.506594 -0.701822 -0.0308229
0.662881 0.128745 0.270788 -0.00733563 -0.843443 -0.220545 -0.206607 -0.802792 -0.0575644 0.0327867 0.2 0.299925 0.210686 0.0587983 0.86002 -0.466591 -0.72227 -0.015891
0.692039 0.103561 0.26304 -0.0133032 -0.88325 -0.312185 -0.202206 -0.802792 -0.0573414 0.0326907 0.2 0.283005 0.21061 0.000866505 0.852802 -0.42176 -0.741208 0.00023159
0.719491 0.0788479 0.253197 -0.0187624 -0.916411 -0.406264 -0.194962 -0.802792 -0.0569863 0.0325664 0.2 0.265853 0.210495 0.0668188 0.844323 -0.371488 -0.758003 0.0175785
0.74523 0.0549141 0.241521 -0.0236572 -0.942299 -0.502338 -0.184759 -0.802792 -0.0565071 0.032438 0.2 0.248813 0.210346 0.140233 0.834452 -0.315179 -0.771795 0.0361283
0.769285 0.0320178 0.228281 -0.02795 -0.960246 -0.599851 -0.171498 -0.802792 -0.0559156 0.0323299 0.2 0.232204 0.210171 0.222358 0.823083 -0.252312 -0.781468 0.0557828
0.791711 0.0103626 0.21374 -0.0316204 -0.969561 -0.698104 -0.155111 -0.802792 -0.0552279 0.0322653 0.2 0.216315 0.209979 0.314501 0.810147 -0.182521 -0.785619 0.0763399
0.812596 -0.00990262 0.198147 -0.0346637 -0.969558 -0.796238 -0.135572 -0.802792 -0.0544638 0.0322659 0.2 0.2014 0.209779 0.417996 0.795653 -0.105704 -0.782554 0.0974638
0.832046 -0.0286813 0.181726 -0.0370878 -0.959588 -0.893204 -0.112916 -0.802792 -0.0536468 0.0323504 0.2 0.187676 0.209582 0.534147 0.779719 -0.0221648 -0.770319 0.118655
0.85019 -0.0459246 0.164667 -0.0389109 -0.939095 -0.987757 -0.0872585 -0.802792 -0.052803 0.0325337 0.2 0.175323 0.209396 0.664134 0.762628 0.0672299 -0.746791 0.139229
0.867172 -0.0616247 0.147123 -0.0401575 -0.907679 -1.07845 -0.0588156 -0.802792 -0.0519611 0.0328257 0.2 0.164486 0.209231 0.808868 0.744875 0.160891 -0.709853 0.158307
0.883151 -0.0758066 0.129208 -0.0408559 -0.865163 -1.16367 -0.0279231 -0.802792 -0.0511506 0.0332302 0.2 0.155276 0.209095 0.96879 0.727206 0.2564 -0.65766 0.174846
0.898293 -0.0885189 0.110992 -0.041034 -0.811671 -1.24166 0.00495298 -0.802792 -0.0504007 0.0337445 0.2 0.147779 0.208995 1.1436 0.71062 0.350494 -0.588984 0.187701
0.912773 -0.0998236 0.0925054 -0.0407171 -0.747695 -1.31065 0.039214 -0.802792 -0.0497385 0.0343585 0.2 0.142056 0.208936 1.33198 0.696314 0.439229 -0.503601 0.195748
0.92677 -0.109787 0.073741 -0.0399253 -0.674133 -1.36891 0.074142 -0.802792 -0.0491868 0.0350548 0.2 0.138148 0.208921 1.53135 0.685541 0.518323 -0.402601 0.198039
0.940467 -0.11847 0.0546618 -0.0386715 -0.592295 -1.4149 0.108929 -0.802792 -0.0487621 0.0358097 0.2 0.136083 0.20895 1.7378 0.679391 0.583692 -0.288532 0.193972
0.954049 -0.125921 0.0352074 -0.0369609 -0.503863 -1.44742 0.14272 -0.802792 -0.048473 0.0365948 0.2 0.135874 0.209019 1.94642 0.678552 0.632042 -0.165263 0.183424
0.967703 -0.132168 0.0153036 -0.0347911 -0.410802 -1.46566 0.174674 -0.802792 -0.0483187 0.0373786 0.2 0.137525 0.209122 2.15186 0.683134 0.66139 -0.0375584 0.166807
0.981613 -0.137217 -0.00512687 -0.032153 -0.315231 -1.46932 0.204014 -0.802792 -0.0482891 0.0381298 0.2 0.141027 0.20925 2.34917 0.692638 0.67134 0.0895484 0.14502
0.995965 -0.141047 -0.0261535 -0.0290325 -0.219274 -1.45862 0.230088 -0.802792 -0.0483651 0.0388193 0.2 0.14636 0.209395 2.53448 0.706088 0.663045 0.21142 0.119305
1.01094 -0.143616 -0.0478274 -0.0254139 -0.124922 -1.43421 0.252397 -0.802792 -0.0485203 0.0394229 0.2 0.153489 0.209543 2.70529 0.722261 0.638884 0.32434 0.091062
1.02671 -0.144856 -0.0701707 -0.0212821 -0.0339129 -1.39711 0.270619 -0.802792 -0.0487229 0.0399226 0.2 0.162358 0.209685 2.86052 0.739917 0.601976 0.425794 0.0616561
1.04346 -0.144687 -0.093168 -0.0166267 0.0523334 -1.3486 0.284598 -0.802792 -0.0489381 0.0403075 0.2 0.17289 0.209809 3.00019 0.757974 0.555681 0.514491 0.0322808
