0 0.65 0 0 0 0.37712 0 -0.337 0 0 0.245128 0.65 0.245128 -nan 0.907558 -0.907558 0 0
0.0649133 0.646901 0.024432 0 -0.0955242 0.374895 0 -0.337 0 -0 0.244854 0.647362 0.244854 -nan 0.907607 -0.907493 -0.0143514 0
0.129304 0.637687 0.0483811 0 -0.190785 0.368219 0 -0.337 0 -0 0.244039 0.63952 0.244039 -nan 0.907741 -0.907274 -0.0290932 0
0.192661 0.622605 0.0713825 0 -0.285511 0.35709 0 -0.337 0 -0 0.242707 0.626684 0.242707 -nan 0.90792 -0.906824 -0.0446098 0
0.254501 0.602055 0.0930082 0 -0.379418 0.341505 0 -0.337 0 -0 0.240893 0.609196 0.240893 -nan 0.90808 -0.90601 -0.0612743 0
0.31438 0.576568 0.112883 0 -0.472208 0.321464 0 -0.337 0 -0 0.23865 0.587514 0.23865 -nan 0.908133 -0.904651 -0.0794443 0
0.371906 0.546788 0.130698 0 -0.563562 0.296972 0 -0.337 0 -0 0.236037 0.562191 0.236037 -nan 0.907969 -0.902505 -0.0994577 0
0.426744 0.513439 0.146217 0 -0.653132 0.268046 0 -0.337 0 -0 0.233124 0.533853 0.233124 -nan 0.907461 -0.899273 -0.121629 0
0.478628 0.477297 0.159287 0 -0.740538 0.234719 0 -0.337 0 -0 0.229989 0.503174 0.229989 -nan 0.906464 -0.894589 -0.146249 0
0.527356 0.439156 0.169834 0 -0.825363 0.19705 0 -0.337 0 -0 0.226711 0.470852 0.226711 -nan 0.904816 -0.88801 -0.173577 0
0.572799 0.399801 0.177864 0 -0.907147 0.155136 0 -0.337 0 -0 0.223372 0.43758 0.223372 -nan 0.902336 -0.87901 -0.20384 0
0.614896 0.359975 0.183453 0 -0.985384 0.109123 0 -0.337 0 -0 0.220053 0.404026 0.220053 -nan 0.898827 -0.866957 -0.237226 0
0.653649 0.320358 0.186741 0 -1.05953 0.0592275 0 -0.337 0 -0 0.216831 0.370812 0.216831 -nan 0.89407 -0.851094 -0.273862 0
0.689121 0.281546 0.187918 0 -1.12899 0.00574684 0 -0.337 0 -0 0.213776 0.338499 0.213776 -nan 0.887826 -0.830521 -0.313799 0
0.721427 0.244038 0.187211 0 -1.19318 -0.0509183 0 -0.337 0 -0 0.21095 0.307575 0.21095 -nan 0.879835 -0.804167 -0.356966 0
0.750726 0.208224 0.18487 0 -1.25148 -0.110254 0 -0.337 0 -0 0.208404 0.278449 0.208404 -nan 0.869824 -0.770775 -0.403114 0
0.777216 0.174383 0.181154 0 -1.30334 -0.171627 0 -0.337 0 -0 0.206176 0.251448 0.206176 -nan 0.857526 -0.728899 -0.451727 0
0.801121 0.142684 0.176317 0 -1.34826 -0.234301 0 -0.337 0 -0 0.204291 0.226818 0.204291 -nan 0.842707 -0.676935 -0.501911 0
0.822688 0.113194 0.170594 0 -1.38591 -0.297462 0 -0.337 0 -0 0.202758 0.204732 0.202758 -nan 0.825225 -0.613201 -0.552251 0
